station,line,towards,countdown,time
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[12, 16, 21, 29, 36, 44, 51, 59, 66]",1638529123.065848
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[8, 18, 28, 38, 48, 58, 65]",1638529123.065848
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[1, 12, 20, 32, 41, 48, 56, 63]",1638529123.065848
Längenfeldgasse,U4,HEILIGENSTADT,"[0, 7, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638529123.065848
Längenfeldgasse,U4,HÜTTELDORF,"[2, 7, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638529123.065848
Längenfeldgasse,U6,FLORIDSDORF,"[4, 7, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 66]",1638529123.065848
Längenfeldgasse,U6,SIEBENHIRTEN,"[0, 4, 7, 11, 15, 19, 23, 27, 31, 35, 39, 43, 47, 51, 55, 59, 63, 66, 69]",1638529123.065848
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[3, 10, 19, 26, 34, 41, 48, 56, 63]",1638529123.065848
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[4, 11, 18, 26, 33, 41, 48, 56, 63]",1638529123.065848
Längenfeldgasse U,12A,Eichenstraße,"[0, 10, 20, 30, 40, 50, 60]",1638529133.4474316
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[6, 16, 26, 36, 46, 56, 66]",1638529133.4474316
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[0, 9, 16, 23, 31, 38, 45, 49, 59, 68]",1638529133.4474316
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[12, 15, 21, 29, 36, 44, 51, 59, 66]",1638529133.4474316
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[8, 18, 28, 38, 48, 58, 65]",1638529133.4474316
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[1, 11, 19, 32, 41, 48, 56, 63]",1638529133.4474316
Längenfeldgasse,U4,HEILIGENSTADT,"[0, 7, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638529133.4474316
Längenfeldgasse,U4,HÜTTELDORF,"[2, 7, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638529133.4474316
Längenfeldgasse,U6,FLORIDSDORF,"[4, 7, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 66]",1638529133.4474316
Längenfeldgasse,U6,SIEBENHIRTEN,"[0, 4, 7, 11, 15, 19, 23, 27, 31, 35, 39, 43, 47, 51, 55, 59, 63, 66, 69]",1638529133.4474316
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[3, 10, 19, 26, 34, 41, 48, 56, 63]",1638529133.4474316
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[4, 11, 18, 26, 33, 41, 48, 56, 63]",1638529133.4474316
Längenfeldgasse U,12A,Eichenstraße,"[10, 19, 29, 39, 49, 59, 69]",1638529143.7542393
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[6, 16, 26, 36, 46, 56, 66]",1638529143.7542393
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[0, 9, 15, 23, 30, 38, 44, 49, 58, 68]",1638529143.7542393
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[11, 16, 20, 28, 36, 43, 51, 58, 66]",1638529143.7542393
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[8, 18, 28, 38, 48, 58, 65]",1638529143.7542393
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[1, 11, 19, 32, 41, 48, 55, 63]",1638529143.7542393
Längenfeldgasse,U4,HEILIGENSTADT,"[0, 7, 9, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638529143.7542393
Längenfeldgasse,U4,HÜTTELDORF,"[2, 7, 9, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638529143.7542393
Längenfeldgasse,U6,FLORIDSDORF,"[4, 7, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638529143.7542393
Längenfeldgasse,U6,SIEBENHIRTEN,"[4, 8, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 66, 69]",1638529143.7542393
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[2, 10, 18, 25, 34, 40, 47, 55, 62]",1638529143.7542393
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[3, 11, 17, 25, 32, 40, 47, 55, 62]",1638529143.7542393
Längenfeldgasse U,12A,Eichenstraße,"[10, 19, 29, 39, 49, 59, 69]",1638529154.0506237
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[5, 16, 26, 36, 46, 56, 66]",1638529154.0506237
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[0, 9, 15, 23, 30, 38, 44, 49, 58, 68]",1638529154.0506237
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[11, 15, 20, 28, 36, 43, 51, 58, 66]",1638529154.0506237
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[7, 18, 28, 38, 48, 58, 65]",1638529154.0506237
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[0, 11, 19, 32, 41, 48, 55, 63]",1638529154.0506237
Längenfeldgasse,U4,HEILIGENSTADT,"[5, 11, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638529154.0506237
Längenfeldgasse,U4,HÜTTELDORF,"[2, 7, 9, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638529154.0506237
Längenfeldgasse,U6,FLORIDSDORF,"[4, 7, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638529154.0506237
Längenfeldgasse,U6,SIEBENHIRTEN,"[4, 8, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 66, 69]",1638529154.0506237
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[2, 10, 18, 25, 34, 40, 47, 55, 62]",1638529154.0506237
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[3, 11, 17, 25, 32, 40, 47, 55, 62]",1638529154.0506237
Längenfeldgasse U,12A,Eichenstraße,"[10, 19, 29, 39, 49, 59, 69]",1638529164.4083116
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[5, 16, 26, 36, 46, 56, 66]",1638529164.4083116
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[9, 15, 23, 30, 38, 44, 49, 58, 68]",1638529164.4083116
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[11, 15, 20, 28, 36, 43, 51, 58, 66]",1638529164.4083116
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[7, 18, 28, 38, 48, 58, 65]",1638529164.4083116
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[0, 11, 19, 31, 41, 48, 55, 63]",1638529164.4083116
Längenfeldgasse,U4,HEILIGENSTADT,"[5, 11, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638529164.4083116
Längenfeldgasse,U4,HÜTTELDORF,"[1, 7, 9, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638529164.4083116
Längenfeldgasse,U6,FLORIDSDORF,"[3, 6, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638529164.4083116
Längenfeldgasse,U6,SIEBENHIRTEN,"[3, 7, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 65, 69]",1638529164.4083116
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[2, 10, 18, 25, 34, 40, 47, 55, 62]",1638529164.4083116
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[3, 11, 17, 25, 32, 40, 47, 55, 62]",1638529164.4083116
Längenfeldgasse U,12A,Eichenstraße,"[10, 19, 29, 39, 49, 59, 69]",1638529174.7937176
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[5, 15, 25, 35, 45, 55, 65]",1638529174.7937176
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[9, 14, 22, 30, 37, 44, 49, 58, 67]",1638529174.7937176
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[11, 16, 20, 28, 35, 43, 50, 58, 65]",1638529174.7937176
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[7, 17, 27, 37, 47, 57, 64]",1638529174.7937176
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[0, 10, 19, 31, 40, 47, 55, 62]",1638529174.7937176
Längenfeldgasse,U4,HEILIGENSTADT,"[5, 11, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638529174.7937176
Längenfeldgasse,U4,HÜTTELDORF,"[1, 7, 9, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638529174.7937176
Längenfeldgasse,U6,FLORIDSDORF,"[3, 6, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638529174.7937176
Längenfeldgasse,U6,SIEBENHIRTEN,"[3, 7, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 65, 69]",1638529174.7937176
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[2, 10, 18, 25, 33, 40, 47, 55, 62]",1638529174.7937176
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[3, 11, 17, 25, 32, 40, 47, 55, 62]",1638529174.7937176
Längenfeldgasse U,12A,Eichenstraße,"[10, 19, 29, 39, 49, 59, 69]",1638529185.2172136
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[5, 15, 25, 35, 45, 55, 65]",1638529185.2172136
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[8, 14, 22, 30, 37, 44, 49, 58, 67]",1638529185.2172136
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[11, 15, 20, 28, 35, 43, 50, 58, 65]",1638529185.2172136
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[7, 17, 27, 37, 47, 57, 64]",1638529185.2172136
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[0, 10, 19, 31, 40, 47, 55, 62]",1638529185.2172136
Längenfeldgasse,U4,HEILIGENSTADT,"[5, 11, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638529185.2172136
Längenfeldgasse,U4,HÜTTELDORF,"[1, 7, 9, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638529185.2172136
Längenfeldgasse,U6,FLORIDSDORF,"[3, 6, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638529185.2172136
Längenfeldgasse,U6,SIEBENHIRTEN,"[3, 7, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 65, 68]",1638529185.2172136
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[2, 10, 18, 25, 33, 40, 47, 55, 62]",1638529185.2172136
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[3, 10, 17, 25, 32, 40, 47, 55, 62]",1638529185.2172136
Längenfeldgasse U,12A,Eichenstraße,"[10, 19, 29, 39, 49, 59, 69]",1638529195.570736
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[5, 15, 25, 35, 45, 55, 65]",1638529195.570736
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[8, 14, 22, 30, 37, 44, 49, 58, 67]",1638529195.570736
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[10, 15, 20, 28, 35, 43, 50, 58, 65]",1638529195.570736
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[6, 17, 27, 37, 47, 57, 64]",1638529195.570736
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[0, 10, 18, 30, 40, 47, 55, 62]",1638529195.570736
Längenfeldgasse,U4,HEILIGENSTADT,"[4, 10, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638529195.570736
Längenfeldgasse,U4,HÜTTELDORF,"[1, 7, 9, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638529195.570736
Längenfeldgasse,U6,FLORIDSDORF,"[2, 6, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638529195.570736
Längenfeldgasse,U6,SIEBENHIRTEN,"[3, 7, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 65, 68]",1638529195.570736
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[1, 10, 18, 25, 33, 40, 47, 55, 62]",1638529195.570736
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[2, 10, 17, 25, 32, 40, 47, 55, 62]",1638529195.570736
Längenfeldgasse U,12A,Eichenstraße,"[10, 18, 28, 38, 48, 58, 68]",1638529206.2385921
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[4, 15, 25, 35, 45, 55, 65]",1638529206.2385921
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[8, 14, 22, 29, 37, 43, 49, 57, 67]",1638529206.2385921
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[10, 15, 20, 27, 35, 42, 50, 57, 65]",1638529206.2385921
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[6, 17, 27, 37, 47, 57, 64]",1638529206.2385921
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[0, 10, 18, 30, 40, 47, 54, 62, 69]",1638529206.2385921
Längenfeldgasse,U4,HEILIGENSTADT,"[4, 10, 13, 18, 23, 28, 33, 38, 43, 48, 53, 58, 63, 68]",1638529206.2385921
Längenfeldgasse,U4,HÜTTELDORF,"[0, 6, 8, 13, 18, 23, 28, 33, 38, 43, 48, 53, 58, 63, 68]",1638529206.2385921
Längenfeldgasse,U6,FLORIDSDORF,"[2, 6, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60, 64, 68]",1638529206.2385921
Längenfeldgasse,U6,SIEBENHIRTEN,"[3, 7, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 68]",1638529206.2385921
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[1, 9, 17, 24, 33, 39, 46, 54, 61]",1638529206.2385921
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[2, 10, 16, 24, 31, 39, 46, 54, 61]",1638529206.2385921
Längenfeldgasse U,12A,Eichenstraße,"[9, 18, 28, 38, 48, 58, 68]",1638529216.6914759
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[5, 15, 25, 35, 45, 55, 65]",1638529216.6914759
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[8, 13, 22, 29, 37, 43, 48, 57, 67]",1638529216.6914759
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[10, 15, 20, 27, 35, 42, 50, 57, 65]",1638529216.6914759
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[6, 17, 27, 37, 47, 57, 64]",1638529216.6914759
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[0, 9, 18, 30, 40, 47, 54, 62, 69]",1638529216.6914759
Längenfeldgasse,U4,HEILIGENSTADT,"[4, 10, 13, 18, 23, 28, 33, 38, 43, 48, 53, 58, 63, 68]",1638529216.6914759
Längenfeldgasse,U4,HÜTTELDORF,"[0, 6, 8, 13, 18, 23, 28, 33, 38, 43, 48, 53, 58, 63, 68]",1638529216.6914759
Längenfeldgasse,U6,FLORIDSDORF,"[2, 6, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60, 64, 68]",1638529216.6914759
Längenfeldgasse,U6,SIEBENHIRTEN,"[2, 7, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 68]",1638529216.6914759
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[1, 9, 17, 24, 33, 39, 46, 54, 61]",1638529216.6914759
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[2, 10, 16, 24, 31, 39, 46, 54, 61]",1638529216.6914759
Längenfeldgasse U,12A,Eichenstraße,"[9, 18, 28, 38, 48, 58, 68]",1638529227.0427198
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[5, 15, 25, 35, 45, 55, 65]",1638529227.0427198
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[8, 13, 22, 29, 37, 43, 48, 57, 67]",1638529227.0427198
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[10, 15, 19, 27, 35, 42, 50, 57, 65]",1638529227.0427198
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[6, 17, 27, 37, 47, 57, 64]",1638529227.0427198
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[0, 9, 18, 30, 40, 47, 54, 62, 69]",1638529227.0427198
Längenfeldgasse,U4,HEILIGENSTADT,"[4, 10, 13, 18, 23, 28, 33, 38, 43, 48, 53, 58, 63, 68]",1638529227.0427198
Längenfeldgasse,U4,HÜTTELDORF,"[0, 6, 8, 13, 18, 23, 28, 33, 38, 43, 48, 53, 58, 63, 68]",1638529227.0427198
Längenfeldgasse,U6,FLORIDSDORF,"[2, 6, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60, 64, 68]",1638529227.0427198
Längenfeldgasse,U6,SIEBENHIRTEN,"[2, 7, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 64, 68]",1638529227.0427198
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[1, 9, 17, 24, 33, 39, 46, 54, 61]",1638529227.0427198
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[2, 10, 16, 24, 31, 39, 46, 54, 61]",1638529227.0427198
Längenfeldgasse U,12A,Eichenstraße,"[9, 18, 28, 38, 48, 58, 68]",1638529237.4095807
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[4, 14, 24, 34, 44, 54, 64]",1638529237.4095807
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[7, 13, 21, 29, 36, 43, 48, 57, 66]",1638529237.4095807
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[10, 15, 19, 27, 34, 42, 49, 57, 64]",1638529237.4095807
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[5, 16, 26, 36, 46, 56, 63]",1638529237.4095807
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[9, 18, 30, 39, 46, 54, 61, 69]",1638529237.4095807
Längenfeldgasse,U4,HEILIGENSTADT,"[4, 10, 13, 18, 23, 28, 33, 38, 43, 48, 53, 58, 63, 68]",1638529237.4095807
Längenfeldgasse,U4,HÜTTELDORF,"[0, 6, 8, 13, 18, 23, 28, 33, 38, 43, 48, 53, 58, 63, 68]",1638529237.4095807
Längenfeldgasse,U6,FLORIDSDORF,"[2, 6, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60, 64, 68]",1638529237.4095807
Längenfeldgasse,U6,SIEBENHIRTEN,"[2, 7, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 64, 68]",1638529237.4095807
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[1, 9, 16, 24, 32, 39, 46, 54, 61, 69]",1638529237.4095807
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[1, 10, 16, 24, 31, 39, 46, 54, 61, 69]",1638529237.4095807
Längenfeldgasse U,12A,Eichenstraße,"[9, 18, 28, 38, 48, 58, 68]",1638529247.788388
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[4, 14, 24, 34, 44, 54, 64]",1638529247.788388
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[7, 13, 21, 29, 36, 43, 48, 57, 66]",1638529247.788388
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[9, 15, 19, 27, 34, 42, 49, 57, 64]",1638529247.788388
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[5, 16, 26, 36, 46, 56, 63]",1638529247.788388
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[9, 17, 29, 39, 46, 54, 61, 69]",1638529247.788388
Längenfeldgasse,U4,HEILIGENSTADT,"[3, 9, 13, 18, 23, 28, 33, 38, 43, 48, 53, 58, 63, 68]",1638529247.788388
Längenfeldgasse,U4,HÜTTELDORF,"[0, 6, 8, 13, 18, 23, 28, 33, 38, 43, 48, 53, 58, 63, 68]",1638529247.788388
Längenfeldgasse,U6,FLORIDSDORF,"[1, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60, 64, 68]",1638529247.788388
Längenfeldgasse,U6,SIEBENHIRTEN,"[2, 7, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 64, 67]",1638529247.788388
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[1, 9, 16, 24, 32, 39, 46, 54, 61, 69]",1638529247.788388
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[1, 10, 16, 24, 31, 39, 46, 54, 61, 69]",1638529247.788388
Längenfeldgasse U,12A,Eichenstraße,"[9, 18, 28, 38, 48, 58, 68]",1638529258.143361
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[4, 14, 24, 34, 44, 54, 64]",1638529258.143361
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[7, 13, 21, 29, 36, 43, 48, 57, 66]",1638529258.143361
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[9, 14, 19, 27, 34, 42, 49, 57, 64]",1638529258.143361
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[6, 16, 26, 36, 46, 56, 63]",1638529258.143361
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[8, 17, 29, 39, 46, 54, 61, 69]",1638529258.143361
Längenfeldgasse,U4,HEILIGENSTADT,"[3, 9, 13, 18, 23, 28, 33, 38, 43, 48, 53, 58, 63, 68]",1638529258.143361
Längenfeldgasse,U4,HÜTTELDORF,"[5, 8, 13, 18, 23, 28, 33, 38, 43, 48, 53, 58, 63, 68]",1638529258.143361
Längenfeldgasse,U6,FLORIDSDORF,"[1, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60, 64, 68]",1638529258.143361
Längenfeldgasse,U6,SIEBENHIRTEN,"[1, 5, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 64, 67]",1638529258.143361
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[1, 8, 16, 24, 32, 39, 46, 54, 61, 69]",1638529258.143361
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[1, 10, 16, 24, 31, 39, 46, 54, 61, 69]",1638529258.143361
Längenfeldgasse U,12A,Eichenstraße,"[9, 18, 27, 37, 47, 57, 67]",1638529268.5777187
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[4, 14, 24, 34, 44, 54, 64]",1638529268.5777187
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[7, 13, 21, 28, 36, 42, 48, 56, 66]",1638529268.5777187
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[9, 14, 19, 26, 34, 41, 49, 56, 64]",1638529268.5777187
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[6, 16, 26, 36, 46, 56, 63]",1638529268.5777187
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[8, 17, 29, 39, 46, 53, 61, 68]",1638529268.5777187
Längenfeldgasse,U4,HEILIGENSTADT,"[3, 9, 12, 17, 22, 27, 32, 37, 42, 47, 52, 57, 62, 67]",1638529268.5777187
Längenfeldgasse,U4,HÜTTELDORF,"[4, 8, 12, 17, 22, 27, 32, 37, 42, 47, 52, 57, 62, 67]",1638529268.5777187
Längenfeldgasse,U6,FLORIDSDORF,"[1, 4, 7, 11, 15, 19, 23, 27, 31, 35, 39, 43, 47, 51, 55, 59, 63, 67]",1638529268.5777187
Längenfeldgasse,U6,SIEBENHIRTEN,"[1, 5, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60, 64, 67]",1638529268.5777187
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[0, 8, 16, 23, 32, 38, 45, 53, 60, 68]",1638529268.5777187
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[1, 10, 15, 23, 30, 38, 45, 53, 60, 68]",1638529268.5777187
Längenfeldgasse U,12A,Eichenstraße,"[9, 17, 27, 37, 47, 57, 67]",1638529279.0089576
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[4, 13, 24, 34, 44, 54, 64]",1638529279.0089576
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[7, 12, 21, 28, 36, 42, 48, 56, 66]",1638529279.0089576
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[9, 14, 19, 26, 34, 41, 49, 56, 64]",1638529279.0089576
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[5, 16, 26, 36, 46, 56, 63]",1638529279.0089576
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[8, 17, 29, 39, 46, 53, 61, 68]",1638529279.0089576
Längenfeldgasse,U4,HEILIGENSTADT,"[3, 9, 12, 17, 22, 27, 32, 37, 42, 47, 52, 57, 62, 67]",1638529279.0089576
Längenfeldgasse,U4,HÜTTELDORF,"[4, 8, 12, 17, 22, 27, 32, 37, 42, 47, 52, 57, 62, 67]",1638529279.0089576
Längenfeldgasse,U6,FLORIDSDORF,"[1, 4, 7, 11, 15, 19, 23, 27, 31, 35, 39, 43, 47, 51, 55, 59, 63, 67]",1638529279.0089576
Längenfeldgasse,U6,SIEBENHIRTEN,"[1, 5, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60, 64, 67]",1638529279.0089576
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[0, 8, 16, 23, 32, 38, 45, 53, 60, 68]",1638529279.0089576
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[1, 10, 15, 23, 30, 38, 45, 53, 60, 68]",1638529279.0089576
Längenfeldgasse U,12A,Eichenstraße,"[9, 17, 27, 37, 47, 57, 67]",1638529289.3986945
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[4, 13, 24, 34, 44, 54, 64]",1638529289.3986945
